,place_name,participant_count
9005,Буквоед,2
9006,Музей Ахматовой,2
9007,Буквоед,1
9008,Буквоед,1
9009,Старая Вена,5
9010,Буквоед,1
9011,Музей Ахматовой,13
9012,Миракль,1
9013,Книги и кофе,1
9014,Freedom,1
9015,Порядок слов,2
9016,Смольный институт свободных искусств и наук,8
9017,Новая сцена Александринского театра,5
9018,Грибоедов,3
9019,Библиотека им. Пушкина Петроградского района,2
9020,Порядок слов,5
9021,DaDa,1
9022,Еврейский общинный центр,1
9023,ДК Шелгунова,1
9024,Дом писателя,1
9025,VinillaSky,1
9026,"Арт-центр Пушкинская, 10",4
9027,Старая Вена,4
9028,Буквоед,1
9029,Музей Гумилева,1
9030,Фаренгейт 451,3
9031,Кочегарка,1
9032,Буквоед,2
9033,Inside,0
9034,Господин литератор,5
9035,Российская национальная библиотека,1
9036,Книги и кофе,1
9037,Порядок слов,2
9038,Галерея 12 Июля,4
9039,Еврейский общинный центр,2
9040,АБЦентр,5
9041,Музей Ахматовой,3
9042,Порядок слов,2
9043,Библиотека Лермонтова,2
9044,Библиотека Бронницкая,1
9045,Музей Ахматовой,6
9046,Галерея Двойка,0
9047,Библиотека Маяковского,4
9048,Господин литератор,1
9049,АБЦентр,2
9050,DaDa,1
9051,DaDa,1
9052,Дом писателя,1
9053,Музей Ахматовой,2
9054,ДК Шелгунова,0
9055,АБЦентр,2
9056,Музей Ахматовой,2
9057,Дом писателя,5
9058,Старая Вена,13
9059,Галерея 12 Июля,3
9060,Библиотека Лавренева,0
9061,Библиотека Лермонтова,1
9062,Ящик,2
9063,Порядок слов,2
9064,Музей Ахматовой,1
9065,Буквоед,1
9066,Книжный магазин Мы,2
9067,Музей Ахматовой,1
9068,Музей Ахматовой,1
9069,Старая Вена,5
9070,Порядок слов,5
9071,Дом писателя,0
9072,Новая сцена Александринского театра,1
9073,ЦСЛК,3
9074,Эрарта,1
9075,Музей Ахматовой,2
9076,Фаренгейт 451,3
9077,"Арт-салон на Невском, 24",1
9078,Дом молодежи Рекорд,0
9079,Порядок слов,3
9080,Буквоед,0
9081,Музей Достоевского,5
9082,Музей Ахматовой,4
9083,Концертный зал у Финляндского,1
9084,Порядок слов,2
9085,Порядок слов,3
9086,Буквоед,2
9087,Дом писателя,0
9088,Порядок слов,22
9089,Еврейский общинный центр,2
9090,Буквоед,1
9091,Порядок слов,5
9092,UTKA bar,2
9093,"Арт-салон на Невском, 24",1
9094,Буквоед,1
9095,Галерея Двойка,0
9096,Буквоед,1
9097,Hobby-Centre,4
9098,Ящик,8
9099,Буквоед,2
9100,Новая сцена Александринского театра,1
9101,Чеширский кот,2
9102,Институт Финляндии в Санкт-Петербурге,1
9103,Библиотека Лавренева,11
9104,Грибоедов,0
9105,Буквоед,3
9106,Жук,3
9107,Порядок слов,3
9108,Библиотека им. Толстого,1
9109,Александринский театр,5
9110,Буквоед,1
9111,Библиотека Маяковского,1
9112,Смольный институт свободных искусств и наук,5
9113,Буквоед,1
9114,Дом актера,7
9115,Большой зал филармонии,1
9116,Буквоед,3
9117,Старая Вена,7
9118,Новая сцена Александринского театра,1
9119,Дом писателя,5
9120,Библиотека Измайловская,17
9121,Буквоед,2
9122,Порядок слов,3
9123,Российская национальная библиотека,2
9124,Библиотека Старая Коломна,2
9125,Буквоед,0
9126,Буквоед,2
9127,"Арт-салон на Невском, 24",15
9128,Фонд Михаила Шемякина,1
9129,Дом писателя,3
9130,Форсайт,1
9131,Николаевский дворец,2
9132,Ресторан Mon Ami,1
9133,Эрарта,2
9134,AnnaNova,3
9135,Галерея Двойка,0
9136,Буквоед,1
9137,Музей П.Щербова,13
9138,Fish fabrique nouvelle,11
9139,Африка,0
9140,Господин литератор,1
9141,"Театр ""Суббота""",1
9142,Буквоед,1
9143,"Арт-салон на Невском, 24",5
9144,Музей Ахматовой,3
9145,Буквоед,2
9146,Старая Вена,1
9147,Лавка художника,2
9148,Музей Ахматовой,3
9149,Книжный клуб на Австрийской площади,1
9150,Буквоед,3
9151,Новая сцена Александринского театра,1
9152,Книги и кофе,2
9153,Выставочный зал Московского района,1
9154,Порядок слов,3
9155,Буквоед,1
9156,Новая сцена Александринского театра,1
9157,Summerbar,18
9158,Фаренгейт 451,1
9159,Эрмитаж,19
9160,Буквоед,1
9161,Библиотека Маяковского,1
9162,Дом писателя,1
9163,Цифербург,5
9164,Книги и кофе,2
9165,Буквоед,3
9166,Редакция журнала Звезда,1
9167,Галерея дизайна Bulthaup,6
9168,Буквоед,3
9169,Студия Юрия Касьяника,1
9170,Музей Ахматовой,7
9171,Дом писателя,1
9172,Новая сцена Александринского театра,3
9173,Библиотека им. Пушкина Петроградского района,1
9174,Дом писателя,2
9175,Музей Ахматовой,4
9176,Театр Остров,1
9177,Новая сцена Александринского театра,2
9178,Порядок слов,1
9179,Библиотека Абрамова,2
9180,Дом актера,1
9181,Нико,1
9182,Выставочный зал Московского района,1
9183,Музей Ахматовой,1
9184,Буквоед,2
9185,Библиотека на Стремянной,5
9186,Стокер,2
9187,Галерея 12 Июля,2
9188,Порядок слов,4
9189,Библиотека Маяковского,1
9190,Музей Достоевского,1
9191,Библиотека Абрамова,2
9192,Еврейский общинный центр,2
9193,Буквоед,2
9194,Буквоед,1
9195,Галерея 12 Июля,4
9196,Новая сцена Александринского театра,1
9197,Буквоед,2
9198,Музей Ахматовой,2
9199,Библиотека Лермонтова,5
9200,Институт Финляндии в Санкт-Петербурге,2
9201,Музей Ахматовой,1
9202,Буквоед,1
9203,Библиотека Маяковского,6
9204,Библиотека Маяковского,2
9205,ЕСОД,1
9206,Библиотека Абрамова,2
9207,Дом писателя,1
9208,Библиотека Маяковского,3
9209,Музей Ахматовой,10
9210,Буквоед,1
9211,Российская национальная библиотека,1
9212,Выставочный зал Московского района,1
9213,Новая сцена Александринского театра,1
9214,Новая сцена Александринского театра,1
9215,Библиотека Лермонтова,1
9216,Буквоед,2
9217,Новая сцена Александринского театра,1
9218,БИКЦИМ,6
9219,Театр Мастерская,2
9220,Новая сцена Александринского театра,0
9221,Театр Куклы,8
9222,Старая Вена,10
9223,ZIS,3
9224,Новая сцена Александринского театра,1
9225,Новая сцена Александринского театра,0
9226,Новая сцена Александринского театра,53
