,place_name,participant_count
11699,Музей Ахматовой,2
11700,Еврейский общинный центр,2
11701,Старая Вена,5
11702,Буквоед,1
11703,БИКЦИМ,1
11704,Российская национальная библиотека,4
11705,Старая Вена,11
11706,Библиотека Лермонтова,7
11707,Порядок слов,2
11708,Новая сцена Александринского театра,1
11709,Эрарта,1
11710,Редакция журнала Звезда,1
11711,Музей Ахматовой,1
11712,Дом писателя,1
11713,Старая Вена,50
11714,Порядок слов,6
11715,Ионотека,2
11716,Музей Достоевского,4
11717,Книжная лавка писателя,4
11718,Музей Ахматовой,1
11719,Все свободны,5
11720,Буквоед,10
11721,Выставочный зал Московского района,2
11722,Музей Ахматовой,1
11723,Еврейский общинный центр,8
11724,Библиотека Маяковского,3
11725,Новая сцена Александринского театра,8
11726,Все свободны,7
11727,Музей Ахматовой,3
11728,Лофт-проект Этажи,5
11729,Арт-мансарда 4'33,15
11730,Choker,1
11731,Дом писателя,1
11732,Библиотека Лермонтова,2
11733,Библиотека Тимирязева,1
11734,Санкт-Петербургский союз литераторов,4
11735,Музей Ахматовой,4
11736,Универсальный лекторий Александрийская библиотека,1
11737,Дом писателя,1
11738,Книжная лавка писателя,1
11739,Центр китайского языка Иероглиф,5
11740,Библиотека Старая Коломна,1
11741,Буквоед,1
11742,Буквоед,3
11743,Дом книги,1
11744,Black stage,1
11745,Порядок слов,3
11746,Выставочный зал Московского района,1
11747,БИКЦИМ,0
11748,street,0
11749,Театр на Литейном,1
11750,Музей Ахматовой,3
11751,Российская национальная библиотека,2
11752,KGallery,3
11753,Книги и кофе,6
11754,Театр на Литейном,14
11755,lampa studio,5
11756,Книжная лавка писателя,1
11757,Буквоед,4
11758,Библиотека правовой и экономической информации,2
11759,Буквоед,1
11760,Театр на Литейном,18
11761,Библиотека Маяковского,5
11762,street,0
11763,Музей Ахматовой,22
11764,Лофт-проект Этажи,0
11765,Старая Вена,3
11766,Нико,0
11767,Библиотека Маяковского,2
11768,Groove,1
11769,Буквоед,4
11770,Театр Балтийский дом,6
11771,Шереметевский дворец,9
11772,Выставочный зал Московского района,1
11773,Кофейня Аддис,3
11774,ЦСЛК,1
11775,Санкт-Петербургский союз литераторов,1
11776,Буквоед,9
11777,Музей Достоевского,1
11778,Театр фантастики,1
11779,Дом писателя,1
11780,Дом писателя,1
11781,Новая сцена Александринского театра,1
11782,Ящик,0
11783,Holy Water,3
11784,Ионотека,0
11785,Цоколь,0
11786,Буквоед,5
11787,Редакция журнала Звезда,1
11788,Старая Вена,3
11789,Библиотека Некрасова,3
11790,Музей Ахматовой,5
11791,Буквоед,1
11792,Выставочный зал Московского района,2
11793,БИКЦИМ,0
11794,Книжная лавка писателя,1
11795,Книжная лавка писателя,1
11796,БИКЦИМ,5
11797,Дом журналиста,2
11798,Еврейский общинный центр,2
11799,Буквоед,1
11800,Музей богемной жизни,1
11801,Bar Dead Poets,1
11802,Порядок слов,3
11803,Книги и кофе,3
11804,Санкт-Петербургский союз литераторов,1
11805,Порядок слов,3
11806,Ионотека,0
11807,Книжная лавка писателя,1
11808,Музей Ахматовой,6
11809,Старая Вена,1
11810,ОхтаLab,2
11811,Буквоед,5
11812,Музей Ахматовой,8
11813,Книжная лавка писателя,4
11814,Лендок,1
11815,Fish fabrique nouvelle,1
11816,Выставочный зал Московского района,1
11817,Нико,1
11818,ДК Крупской,1
11819,Дом писателя,14
11820,Буквоед,2
11821,Порядок слов,2
11822,Русский музей,2
11823,Библиотека Абрамова,2
11824,Музей Ахматовой,2
11825,Дом писателя,3
11826,Новая сцена Александринского театра,1
11827,Эрарта,2
11828,Эрарта,7
11829,Библиотека Лермонтова,1
11830,Буквоед,1
11831,Музей Шаляпина,5
11832,Фаренгейт 451,2
11833,Порядок слов,11
11834,Арт-Лига,8
11835,Библиотека Маяковского,14
11836,Порядок слов,1
11837,БИКЦИМ,0
11838,Библиотека Маяковского,1
11839,street,0
11840,АБЦентр,21
11841,Порядок слов,4
11842,Дом журналиста,1
11843,Библиотека Лермонтова,20
11844,Порядок слов,3
11845,Буквоед,6
11846,Росфото,1
11847,Музей Ахматовой,6
11848,Лофт-проект Этажи,0
11849,Старая Вена,8
11850,Книжная лавка писателя,1
11851,Буквоед,1
11852,Музей Ахматовой,1
11853,Буквоед,3
11854,Африка,1
11855,Буквоед,4
11856,Порядок слов,8
11857,Новая сцена Александринского театра,1
11858,Выставочный зал Московского района,1
11859,Буквоед,1
11860,Библиотека Лермонтова,1
11861,Библиотека Маяковского,1
11862,Санкт-Петербургский союз литераторов,1
11863,Порядок слов,3
11864,Union,2
11865,Музей Ахматовой,0
11866,Буквоед,1
11867,Дом журналиста,2
11868,Порядок слов,1
11869,Музей Ахматовой,3
11870,Буквоед,2
11871,Буквоед,3
11872,Эрарта,2
11873,ДК Шелгунова,1
11874,Книжная лавка писателя,1
11875,Ионотека,0
11876,Российская национальная библиотека,1
11877,Книжная лавка писателя,0
11878,Ящик,2
11879,Choker,1
11880,Библиотека Маяковского,7
11881,Музей Ахматовой,0
11882,Дом писателя,14
11883,Буквоед,1
11884,Выставочный зал Московского района,1
11885,Порядок слов,2
11886,БИКЦИМ,3
11887,Порядок слов,1
11888,Библиотека Белинского,1
11889,Музей печати,7
11890,Библиотека Кировских островов,4
11891,Музей Ахматовой,4
11892,Еврейский общинный центр,2
11893,Смольный институт свободных искусств и наук,2
11894,Дом молодежи,1
11895,Кулуар Реставрация нравов,2
11896,Библиотека Лермонтова,8
11897,Книжная лавка писателя,1
11898,Порядок слов,1
11899,Музей Зощенко,1
11900,Библиотека Семеновская,1
11901,Старая Вена,1
11902,Порядок слов,1
11903,ОхтаLab,2
11904,Дом писателя,1
11905,Ящик,1
11906,Буквоед,1
11907,Порядок слов,4
11908,Лендок,1
11909,Выставочный зал Московского района,1
11910,Библиотека национальных литератур,2
11911,Буквоед,1
11912,БИКЦИМ,0
11913,Новая сцена Александринского театра,3
11914,Концептуальный клуб 84 Аврора,6
11915,Библиотека Маяковского,1
11916,ДК Ижорский,2
11917,Санкт-Петербургский союз литераторов,1
11918,MOD,0
11919,MOD,0
11920,Книги и кофе,14
11921,Буквоед,2
11922,Библиотека Герцена,1
11923,Дом актера,14
11924,Книжная лавка писателя,1
11925,Social Club,1
11926,Книжная лавка писателя,0
11927,Музей Ахматовой,5
11928,Буквоед,2
11929,Ионотека,0
11930,AnnaNova,0
11931,Буквоед,11
11932,Порядок слов,4
11933,ДК Крупской,1
11934,ОхтаLab,1
11935,Библиотека Маяковского,1
11936,AnnaNova,0
11937,Музей Гумилева,2
11938,Charlie,2
11939,street,0
11940,Нико,1
11941,Буквоед,1
11942,Музей Ахматовой,3
11943,Музей Достоевского,2
11944,Дом книги,1
11945,Новая сцена Александринского театра,25
11946,Navicula Artis,1
11947,Росфото,4
11948,Дом писателя,14
11949,Музей Ахматовой,1
11950,Музей звука,0
11951,Выставочный зал Московского района,14
11952,ОхтаLab,1
11953,Молодежный театр на Фонтанке,1
11954,Санкт-Петербургский союз литераторов,1
11955,Музей Ахматовой,3
11956,Новая сцена Александринского театра,7
11957,Музей Ахматовой,1
11958,Ионотека,1
11959,Эрарта,1
11960,Библиотека им. Толстого,3
11961,Музей Ахматовой,1
11962,Французский институт,2
11963,ОхтаLab,1
11964,Миракль,3
11965,Музей Достоевского,7
11966,Библиотека Маяковского,3
11967,Библиотека Измайловская,2
11968,Музей Ахматовой,2
11969,Смольный институт свободных искусств и наук,1
11970,Дом писателя,7
11971,Книги и кофе,1
11972,Police station,1
11973,Ящик,1
11974,Европейский университет,2
11975,Книги и кофе,2
11976,Рубинштейн,3
11977,Дом писателя,0
11978,ДК Шелгунова,1
11979,Ящик,1
11980,Библиотека Абрамова,1
11981,Музей Ахматовой,3
11982,Библиотека Тимирязева,7
11983,Лофт-проект Этажи,0
11984,Дом писателя,1
11985,Все свободны,2
11986,Старая Вена,2
11987,Порядок слов,8
11988,Библиотека Петергофа,5
11989,Музей Ахматовой,6
11990,Библиотека Маяковского,1
11991,Библиотека Маяковского,4
11992,Музей Державина,32
11993,БИКЦИМ,0
11994,lampa studio,4
11995,Фаренгейт 451,1
11996,Библиотека Маяковского,1
11997,"Арт-центр Пушкинская, 10",3
11998,Музей Державина,32
11999,VinillaSky,0
12000,Библиотека Тимирязева,0
12001,Еврейский общинный центр,3
12002,Магазин Подписные издания,5
12003,Порядок слов,4
12004,Музей Зощенко,6
12005,Библиотека Тимирязева,3
12006,Библиотека Некрасова,4
12007,Старая Вена,1
12008,Все свободны,2
12009,Порядок слов,1
12010,Новая сцена Александринского театра,2
12011,Музей Ахматовой,2
12012,Новая сцена Александринского театра,2
12013,Порядок слов,1
12014,Порядок слов,1
12015,Библиотека Маяковского,1
12016,Fish fabrique nouvelle,6
12017,Порядок слов,12
12018,Большая хоральная синагога,7
12019,Рубинштейн,2
12020,MOD,0
12021,street,0
12022,Старая Вена,1
12023,Книжная лавка писателя,2
12024,street,0
12025,Police station,1
12026,Буквоед,2
12027,Интерьерный театр,2
12028,Старая Вена,1
12029,Цоколь,0
12030,Музей Ахматовой,1
12031,Библиотека Лермонтова,2
12032,Буквоед,1
12033,Свой круг,3
12034,Нико,2
12035,Библиотека Грибоедова,1
12036,Высшая школа перевода,2
12037,Библиотека Маяковского,12
12038,ЦСЛК,0
12039,Ящик,3
12040,VinillaSky,6
12041,Новая сцена Александринского театра,19
12042,Музей Ахматовой,3
12043,Дом писателя,1
12044,Дом писателя,2
12045,Библиотека Грибоедова,1
12046,Порядок слов,1
12047,Музей Ахматовой,2
12048,Еврейский общинный центр,1
12049,Бакалавриат,1
12050,Отель Indigo,2
12051,Ионотека,0
12052,Библиотека Грибоедова,4
12053,ДК Шелгунова,1
12054,ОхтаLab,4
12055,Ресторан Премьера,0
12056,Дом писателя,5
12057,Буквоед,1
12058,БИКЦИМ,2
12059,Порядок слов,2
12060,Мастерская Юрия Молодковца,0
12061,Музей Ахматовой,1
12062,Лофт-проект Этажи,0
12063,Буквоед,2
12064,Буквоед,2
12065,Новая Голландия,14
12066,Музей Ахматовой,2
12067,Книжная лавка писателя,2
12068,Буквоед,1
12069,Библиотека им. Толстого,2
12070,Горький,2
12071,Дюны,2
12072,Union,2
12073,Буквоед,0
12074,Библиотека Маяковского,2
12075,Новая Голландия,14
12076,АБЦентр,24
12077,Библиотека Рыбацкая,1
12078,Библиотека Маяковского,1
12079,Дом книги,1
12080,Порядок слов,1
12081,Музей Блока,1
12082,Место встречи,0
12083,Эрарта,3
12084,АБЦентр,24
12085,Буквоед,0
12086,ОхтаLab,4
12087,Музей Достоевского,26
12088,Дом книги,3
12089,ОхтаLab,5
12090,Музей Ахматовой,5
12091,Молодежный клуб Современник,0
12092,Буквоед,2
12093,Музей Ахматовой,1
12094,Буквоед,1
12095,Библиотека Лермонтова,1
12096,Институт Финляндии в Санкт-Петербурге,2
12097,Библиотека Некрасова,1
12098,Музей Ахматовой,1
12099,Ионотека,6
12100,ОхтаLab,1
12101,Книжная лавка писателя,1
12102,Книжная лавка писателя,1
12103,Буквоед,3
12104,Музей Ахматовой,1
12105,Старая Вена,1
12106,Книжная лавка писателя,1
12107,Лофт-проект Этажи,0
12108,Книжная лавка писателя,1
12109,Российская национальная библиотека,0
12110,Библиотека Тимирязева,3
12111,Музей Ахматовой,1
12112,ОхтаLab,2
12113,Буквоед,1
12114,Библиотека Лермонтова,4
12115,Библиотека Маяковского,4
12116,Буквоед,2
12117,Музей Гумилева,1
12118,БИКЦИМ,0
12119,Книжный салон,2
12120,Книжный салон,2
12121,Буквоед,4
12122,Открытое пространство,1
12123,ОхтаLab,5
12124,Порядок слов,2
12125,Библиотека Некрасова,1
12126,Порядок слов,2
12127,Музей петербургского авангарда,1
12128,Музей Ахматовой,1
12129,Библиотека Маяковского,1
12130,АБЦентр,8
12131,Новая Голландия,2
12132,Bar Dead Poets,1
12133,Библиотека Маяковского,1
12134,Буквоед,17
12135,Порядок слов,5
12136,ЦГДБ им. Пушкина,1
12137,"ЦГДБ им. Пушкина, филиал № 3",1
12138,Музей петербургского авангарда,4
12139,Музей Достоевского,12
12140,Причал,1
12141,Музей петербургского авангарда,2
12142,Бертгольд-Центр,10
12143,Музей Ахматовой,1
12144,Музей петербургского авангарда,2
12145,street,0
12146,Фаренгейт 451,1
12147,Музей петербургского авангарда,5
12148,Музей петербургского авангарда,4
12149,Музей Ахматовой,5
12150,Ионотека,0
12151,Союз концертных деятелей,1
12152,Музей Ахматовой,1
12153,Музей петербургского авангарда,6
12154,Тайное общество,2
12155,Музей Ахматовой,0
12156,Библиотека Маяковского,3
12157,ОхтаLab,2
12158,Центральная библиотека Петергофа,1
12159,Театр-лаборатория Арт-Измерение,3
12160,Эрарта,1
12161,Грибоедов,5
12162,АБЦентр,1
12163,Библиотека Ленина,0
12164,Порядок слов,1
12165,Ресторан Премьера,0
12166,Порядок слов,1
12167,Библиотека Маяковского,1
12168,Порядок слов,1
12169,Институт Финляндии в Санкт-Петербурге,1
12170,Библиотека Маяковского,1
12171,АБЦентр,1
12172,Дом актера,1
12173,ОхтаLab,0
12174,Новая Голландия,2
12175,ОхтаLab,2
12176,Музей Ахматовой,4
12177,Порядок слов,4
12178,Все свободны,1
12179,Библиотека Маяковского,6
12180,Еврейский общинный центр,12
12181,Галерея 12 Июля,3
12182,Dead poets bar,6
12183,Музей Ахматовой,2
12184,Музей Ахматовой,3
12185,Буквоед,1
12186,Книги и кофе,5
12187,Порядок слов,3
12188,biblioteka,8
12189,АБЦентр,1
12190,ЦСЛК,0
12191,Библиотека Маяковского,1
12192,Порядок слов,3
12193,ОхтаLab,1
12194,Новая Голландия,2
12195,Ионотека,0
12196,Галерея искусств Чердак Художника,1
12197,Новая Голландия,2
12198,Книжная лавка писателя,2
12199,Буквоед,4
12200,Книжная лавка писателя,9
12201,Лофт-проект Этажи,0
12202,street,3
12203,Треска,2
12204,ОхтаLab,1
12205,street,14
12206,АБЦентр,1
12207,АБЦентр,3
12208,Порядок слов,4
12209,Библиотека Блока,3
12210,АБЦентр,1
12211,street,1
12212,Порядок слов,1
12213,Порядок слов,0
12214,Новая Голландия,7
12215,Галерея искусств Чердак Художника,1
12216,Новая Голландия,3
12217,Буквоед,1
12218,Буквоед,1
12219,Библиотека Маяковского,1
12220,Библиотека Блока,0
12221,ЦГДБ им. Пушкина,2
12222,АБЦентр,1
12223,Буквоед,1
12224,Музей Зощенко,1
12225,Книжная лавка писателя,3
12226,Порядок слов,2
12227,Нико,0
12228,Библиотека Измайловская,3
12229,Новая Голландия,3
12230,street,4
12231,Ионотека,3
12232,Буквоед,1
12233,Галерея искусств Чердак Художника,15
12234,АБЦентр,2
12235,Циферблат,0
12236,street,0
12237,Анненкирхе,1
12238,Библиотека Лермонтова,2
12239,Буквоед,1
12240,Лофт-проект Этажи,0
12241,Музей Гумилева,1
12242,АБЦентр,9
12243,Порядок слов,4
12244,Книжная лавка писателя,1
12245,Музей Ахматовой,2
12246,Книги и кофе,2
12247,Книги и кофе,2
12248,Книги и кофе,2
12249,Книги и кофе,2
12250,Буквоед,1
12251,Книги и кофе,1
12252,Библиотека Блока,0
12253,Музей Гумилева,1
12254,Новая Голландия,3
12255,Буквоед,1
12256,Буквоед,1
12257,Буквоед,1
12258,Музей Ахматовой,26
12259,Музей Гумилева,1
12260,ОхтаLab,1
12261,Буквоед,1
12262,Буквоед,1
12263,Буквоед,1
12264,Универсальный лекторий Александрийская библиотека,2
12265,Порядок слов,1
12266,Библиотека Маяковского,1
12267,HXGN,1
12268,Эрарта,1
12269,the place,8
12270,Библиотека Лермонтова,1
12271,Новая Голландия,1
12272,Книжная лавка писателя,1
12273,Эрарта,1
12274,СПбГУ,6
12275,Порядок слов,1
12276,Буквоед,2
12277,Дом журналиста,1
12278,Буквоед,1
12279,Музей печати,1
12280,Музей Ахматовой,1
12281,Библиотека Маяковского,6
12282,Новая Голландия,2
12283,Дом журналиста,1
12284,Дом журналиста,3
12285,Буквоед,2
12286,Музей Достоевского,7
12287,Библиотека Маяковского,1
12288,Еврейский общинный центр,1
12289,Музей Достоевского,2
12290,Дом книги,1
12291,Музей Ахматовой,3
12292,Все свободны,1
12293,Буквоед,1
12294,Старая Вена,3
12295,Академическая капелла,2
12296,Кулуар Реставрация нравов,1
12297,РОФ Петербургское наследие и перспектива,2
12298,Нико,0
12299,Дом писателя,2
12300,Порядок слов,2
12301,Библиотека Маяковского,1
12302,Кинотеатр Авангард,5
12303,Дом книги,1
12304,Музей петербургского авангарда,4
12305,АБЦентр,2
12306,Буквоед,2
12307,Новая Голландия,4
12308,Музей Ахматовой,4
12309,Буквоед,2
12310,Росбалт,1
12311,Social Club,1
12312,Дом писателя,1
12313,Буквоед,8
12314,Старая Вена,12
12315,Ионотека,0
12316,АБЦентр,5
12317,Библиотека Маяковского,5
12318,Чудетство,1
12319,ДК Шелгунова,0
12320,Библиотека Маяковского,5
12321,Библиотека Лермонтова,1
12322,Библиотека Измайловская,2
12323,Буквоед,3
12324,Еврейский общинный центр,1
12325,Ионотека,0
12326,Библиотека Маяковского,1
12327,Книги и кофе,5
12328,Книжная лавка писателя,1
12329,Росбалт,0
12330,Social Club,1
12331,Новая сцена Александринского театра,2
12332,Ящик,1
12333,Старая Вена,8
12334,Анненкирхе,1
12335,Кофейня 64 зерна,1
12336,Дом писателя,1
12337,Буквоед,1
12338,Старая Вена,3
12339,Библиотека Семеновская,2
12340,Выставочный зал Московского района,1
12341,Дом книги,1
12342,Библиотека Екатерингофская,1
12343,Музей Ахматовой,2
12344,Буквоед,2
12345,Музей повседневной культуры Ленинграда 1945-1965 гг.,1
12346,Social Club,1
12347,Библиотека Маяковского,1
12348,Старая Вена,1
12349,Книжный магазин Марки и закладки,1
12350,Буквоед,1
12351,Музей Ахматовой,1
12352,Старая Вена,1
12353,Музей Ахматовой,3
12354,Буквоед,2
12355,Дом писателя,1
12356,Дом писателя,2
12357,Дом молодежи,1
12358,Порядок слов,2
12359,Буквоед,1
12360,Чудетство,1
12361,Библиотека Маяковского,1
12362,Музей Ахматовой,0
12363,Библиотека Герцена,3
12364,"ЦГДБ им. Пушкина, филиал № 1",1
12365,Филиал № 1 Городской Детской Библиотеки имени Пушкина,1
12366,ДК Шелгунова,1
12367,Буквоед,1
12368,Буквоед,3
12369,Музей Ахматовой,2
12370,Смольный институт свободных искусств и наук,5
12371,Еврейский общинный центр,5
12372,Буквоед,2
12373,Новая Голландия,4
12374,Музей Ахматовой,2
12375,Дом писателя,2
12376,Музей Ахматовой,2
12377,Буквоед,3
12378,Старая Вена,8
12379,Кулуар Реставрация нравов,1
12380,Библиотека Маяковского,1
12381,Порядок слов,3
12382,Буквоед,2
12383,Дом писателя,1
12384,Музей Ахматовой,1
12385,Библиотека Маяковского,6
12386,Библиотека Маяковского,4
12387,Библиотека Маяковского,1
12388,Библиотека Маяковского,1
12389,Книжная лавка писателя,1
12390,Книжная лавка писателя,4
12391,Чайхана Аъало,12
12392,Музей петербургского авангарда,1
12393,Анненкирхе,0
12394,Дом причта Феодоровского собора,4
12395,Дом писателя,2
12396,Дом актера,6
12397,Все свободны,1
12398,Санкт-Петербургский союз литераторов,12
12399,Музей Ахматовой,8
12400,Книги и кофе,4
12401,Книги и кофе,4
12402,Музей Ахматовой,4
12403,НПО Родные просторы,1
12404,АБЦентр,27
12405,Книги и кофе,2
12406,Буквоед,3
12407,Ионотека,0
12408,Дом писателя,2
12409,Музей Ахматовой,1
12410,Дом писателя,0
12411,Библиотека Маяковского,2
12412,Буквоед,1
12413,Библиотека Лермонтова,2
12414,Буквоед,2
12415,Книги и кофе,5
12416,ОхтаLab,0
12417,Буквоед,1
12418,ЦСЛК,1
12419,Библиотека Блока,0
12420,Творческое пространство Пальма,0
12421,Порядок слов,4
12422,Книги и кофе,4
12423,Кулуар Реставрация нравов,2
12424,Книги и кофе,4
12425,Библиотека Семеновская,3
12426,Библиотека Лермонтова,0
12427,Еврейский общинный центр,1
12428,Библиотека Некрасова,3
12429,Библиотека Маяковского,7
12430,Буквоед,1
12431,Порядок слов,3
12432,ДК Шелгунова,1
12433,Музей Ахматовой,1
12434,Порядок слов,1
12435,Библиотека Измайловская,2
12436,Буквоед,4
12437,Буквоед,1
12438,Французский институт,1
12439,Библиотека Лермонтова,3
12440,Книжная лавка писателя,2
12441,Порядок слов,5
12442,Дом писателя,0
12443,Дом писателя,2
12444,Буквоед,2
12445,Буквоед,1
12446,Библиотека Лермонтова,2
12447,Библиотека Старая Коломна,2
12448,Лофт-проект Этажи,0
12449,Старая Вена,2
12450,Старая Вена,6
12451,Книжная лавка писателя,2
12452,Порядок слов,2
12453,Библиотека им. Толстого,2
12454,Дом писателя,2
12455,Книги и кофе,2
12456,Фундаментальная библиотека РГПУ им. Герцена,7
12457,Библиотека Тимирязева,1
12458,Дом писателя,2
12459,Книжная лавка писателя,1
12460,Музей-квартира Н. А. Римского-Корсакова,1
12461,Порядок слов,1
12462,Буквоед,1
12463,Дом писателя,0
12464,Дом писателя,1
12465,Дом писателя,1
12466,Буквоед,1
12467,Библиотека Маяковского,5
12468,Буквоед,1
12469,Книжная лавка писателя,3
12470,Библиотека Маяковского,5
12471,Порядок слов,1
12472,Буквоед,2
12473,Фаренгейт 451,1
12474,Книжная лавка писателя,3
12475,Музей Достоевского,0
12476,Мраморный дворец,1
12477,СПбГУ,4
12478,Библиотека Лермонтова,10
12479,Кулуар Реставрация нравов,1
12480,Буквоед,2
12481,Ящик,0
12482,ЦГДБ им. Пушкина,0
12483,Библиотека Семеновская,3
12484,ДК Шелгунова,0
12485,Музей Ахматовой,4
12486,Кинотеатр Англетер,2
12487,Буквоед,1
12488,АБЦентр,2
12489,Библиотека Маяковского,6
12490,Библиотека Измайловская,3
12491,Библиотека Старая Коломна,3
12492,Библиотека национальных литератур,9
12493,Дом книги,3
12494,Кинотеатр Англетер,5
12495,Новая сцена Александринского театра,6
12496,Out Cinema,5
12497,Буквоед,4
12498,Порядок слов,4
12499,Ионотека,5
12500,Буквоед,1
12501,Книжная лавка писателя,1
12502,Институт Финляндии в Санкт-Петербурге,4
12503,Дом писателя,2
12504,Галерея искусств Чердак Художника,1
12505,Музей Ахматовой,1
12506,Дом писателя,2
12507,Музей Ахматовой,1
12508,Библиотека правовой и экономической информации,0
12509,Нико,0
12510,Буквоед,1
12511,Библиотека Грибоедова,0
12512,Буквоед,4
12513,Музей Ахматовой,4
12514,Старая Вена,2
12515,Нико,2
12516,Свои книги,1
12517,Книжная лавка писателя,1
12518,Музей Пушкина,5
12519,Библиотека Крупской,3
12520,Out Cinema,5
12521,Лендок,1
12522,Музей Ахматовой,1
12523,Дом писателя,0
12524,Буквоед,2
12525,Новая Голландия,0
12526,Буквоед,1
12527,Дом дружбы народов Ленинградской Области,10
12528,Лофт-проект Этажи,0
12529,Буквоед,2
12530,Музей Ахматовой,8
12531,Библиотека Блока,0
12532,Театр Куклы,3
12533,ИРЛИ,7
12534,Креативное пространство ЛЮМЬЕР-ХОЛЛ,20
12535,Азимут,2
12536,Кулуар Реставрация нравов,1
12537,Библиотека Лермонтова,2
12538,Библиотека Есенина,0
12539,Российская национальная библиотека,3
12540,Библиотека Тимирязева,1
12541,Музей Ахматовой,2
12542,ДК Шелгунова,1
12543,Еврейский общинный центр,3
12544,VinillaSky,4
12545,Буквоед,1
12546,ДК Розы,2
12547,Музей нонконформистского искусства,1
12548,Нико,0
12549,Порядок слов,9
12550,Библиотека Лермонтова,1
12551,Дом писателя,2
12552,Музей Ахматовой,1
12553,Все свободны,2
12554,Ионотека,15
12555,Библиотека Семеновская,3
12556,Библиотека Семеновская,3
12557,Дом писателя,2
12558,Дом писателя,0
12559,Дом писателя,0
12560,Библиотека им. Толстого,1
12561,Буквоед,1
12562,Старая Вена,3
12563,Буквоед,1
12564,Музей нонконформистского искусства,3
12565,Порядок слов,5
12566,VinillaSky,1
12567,Российская национальная библиотека,16
12568,Буквоед,1
12569,Буквоед,2
12570,Главный Штаб,3
12571,Порядок слов,9
12572,Книжная лавка писателя,0
12573,Борей-Арт,13
12574,Театр Куклы,13
12575,Порядок слов,3
12576,HXGN,3
12577,Городское кафе ЗиС,3
12578,Сердце,5
12579,Музей Ахматовой,3
12580,Буквоед,3
12581,Костел св. Екатерины,1
12582,Консульство Республики Польша в Санкт-Петербурге,4
12583,Порядок слов,3
12584,Российская национальная библиотека,4
12585,Новая сцена Александринского театра,4
12586,ДК Выборгский,2
12587,Консульство Республики Польша в Санкт-Петербурге,3
12588,Порядок слов,4
12589,Библиотека Лермонтова,2
12590,Старая Вена,3
12591,Social Club,6
12592,Фундаментальная библиотека РГПУ им. Герцена,6
12593,Дом писателя,0
12594,Дом книги,2
12595,Музей Ахматовой,5
12596,Буквоед,2
12597,Старая Вена,7
12598,Книжная лавка писателя,1
12599,Еврейский общинный центр,3
12600,ДК Розы,2
12601,Библиотека Блока,0
12602,Музей Ахматовой,2
12603,Порядок слов,4
12604,Классическая гимназия 610,1
12605,Аничков Дворец,5
12606,Музей Ахматовой,1
12607,Французский институт,1
12608,Буквоед,1
12609,Дом писателя,2
12610,Дом книги,3
12611,Книжная лавка писателя,0
12612,Музей Ахматовой,8
12613,Российская национальная библиотека,2
12614,Дом писателя,1
12615,Музей Ахматовой,1
12616,Музей Ахматовой,4
12617,Библиотека Маяковского,3
12618,Библиотека Маяковского,2
12619,Музей Ахматовой,2
12620,Буквоед,2
12621,Буквоед,2
12622,Старая Вена,4
12623,Все свободны,1
12624,Charlie,3
12625,Дом писателя,0
12626,Библиотека Маяковского,5
12627,Библиотека Семеновская,3
12628,Музей Ахматовой,1
12629,Буквоед,2
12630,Буквоед,1
12631,Республика котов,1
12632,Дом книги,2
12633,Юсупов Palace,5
12634,Книжная лавка писателя,1
12635,Санкт-Петербургский союз литераторов,7
12636,Порядок слов,4
12637,Все свободны,1
12638,Книги и кофе,1
12639,Юсупов Palace,5
12640,Грибоедов,7
12641,Все свободны,2
12642,Эрарта,1
12643,Эрарта,2
12644,Порядок слов,6
12645,Библиотека Лермонтова,1
12646,Буквоед,16
12647,Дом писателя,2
12648,Музей Ахматовой,5
12649,Библиотека Маяковского,2
12650,Подвал Бродячей Собаки,5
12651,Музей Ахматовой,2
12652,Дом писателя,1
12653,Буквоед,2
12654,Санкт-Петербургский художественный музей,0
12655,Борей-Арт,1
12656,Порядок слов,2
12657,ИРЛИ,4
12658,Музей Ахматовой,2
12659,Старая Вена,1
12660,Книжная лавка писателя,1
12661,Грибоедов,5
12662,Порядок слов,1
12663,Ионотека,0
12664,ANDY BAR,4
12665,Дом писателя,1
12666,Библиотека Екатерингофская,1
12667,Дом писателя,1
12668,Смольный институт свободных искусств и наук,22
12669,Галерея 12 Июля,24
12670,Буквоед,2
12671,Музей Ахматовой,1
12672,Кошачья республика,1
12673,Библиотека Маяковского,6
12674,Библиотека Блока,4
12675,Дом книги,5
12676,Новая сцена Александринского театра,9
12677,Новая сцена Александринского театра,13
12678,Новая сцена Александринского театра,1
12679,Новая Голландия,6
12680,Музей истории религии,2
12681,Новая сцена Александринского театра,1
12682,Творческое пространство О+,1
12683,Библиотека Блока,0
12684,Борей-Арт,1
12685,Новая сцена Александринского театра,1
12686,Колбабар,2
12687,Библиотека Маяковского,2
12688,Кулуар Реставрация нравов,1
12689,Буквоед,1
12690,Новая сцена Александринского театра,47
12691,Творческое пространство О+,2
12692,Новая сцена Александринского театра,9
12693,Центральная районная библиотека Кронштадта,2
12694,Новая сцена Александринского театра,6
12695,Новая сцена Александринского театра,0
12696,Новая сцена Александринского театра,6
12697,Новая сцена Александринского театра,3
12698,Порядок слов,2
12699,Дом книги,3
12700,Дом писателя,1
12701,Порядок слов,9
12702,Филологический факультет РГПУ им. Герцена,4
12703,Библиотека Маяковского,1
